"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"DEVBANK","2022-11-27","3450.27","3515.36","3450.27","3514.33","1.86","138875587.3"
"DEVBANK","2022-11-24","3423.35","3458.44","3397.17","3450.27","1.11","147858223.9"
"DEVBANK","2022-11-23","3412.6","3416.01","3376.45","3412.37","-0.01","57365900.4"
"DEVBANK","2022-11-22","3468.91","3515.7","3401.14","3412.6","-1.44","77162531.9"
"DEVBANK","2022-11-17","3397.64","3483.58","3397.64","3462.55","1.91","126118687.5"
"DEVBANK","2022-11-16","3355.05","3422.38","3355.05","3397.63","1.27","59010625.5"
"DEVBANK","2022-11-15","3400.02","3438","3349.81","3355.05","-1.32","69050678.6"
"DEVBANK","2022-11-14","3326.91","3400.16","3322.57","3400.02","2.20","69745698.5"
"DEVBANK","2022-11-13","3330.75","3384.86","3318.94","3326.9","-0.12","60733779.7"
"DEVBANK","2022-11-10","3391.51","3412.17","3326.08","3330.74","-1.42","117297563.2"
"DEVBANK","2022-11-09","3489.82","3496.68","3371.71","3378.84","-3.18","126640389.4"
"DEVBANK","2022-11-08","3503.71","3517.55","3466.9","3489.81","-0.21","108612118.2"
"DEVBANK","2022-11-07","3536.65","3586.24","3483.74","3497.11","-1.12","179892908.6"
"DEVBANK","2022-11-06","3452.1","3542.69","3443.25","3536.64","2.64","112069877.8"
"DEVBANK","2022-11-03","3487.2","3513.56","3432.53","3445.6","-1.19","85558311.2"
"DEVBANK","2022-11-02","3453.53","3529.89","3415.14","3487.19","0.97","172359872"
"DEVBANK","2022-11-01","3322.29","3461.43","3314.81","3453.53","3.65","118189576.9"
"DEVBANK","2022-10-31","3327.01","3336.38","3293.16","3332.04","0.00","1993635.1"
"DEVBANK","2022-10-23","3301.7","3337.23","3301.7","3335.35","1.02","40360991.2"
"DEVBANK","2022-10-20","3293.62","3329.59","3260.55","3301.7","0.25","52942716.4"
"DEVBANK","2022-10-19","3338.68","3349.28","3280.22","3293.62","-1.35","55373419.6"
"DEVBANK","2022-10-17","3366.95","3388.17","3328.78","3338.68","-0.82","35727923.8"
"DEVBANK","2022-10-16","3430.59","3440.49","3343.55","3366.16","-1.77","101066269.7"
"DEVBANK","2022-10-13","3392.84","3438.51","3392.84","3426.85","1.00","70727634.8"
"DEVBANK","2022-10-12","3323.45","3427.38","3297.4","3392.84","2.09","75177647.7"
"DEVBANK","2022-10-11","3366.65","3379.1","3302.22","3323.44","-1.28","53011659.8"
